toy_id,toy_name,setls_internal_id,rental_price_cents,fetch_status
J191,Country/Town Mouse Puzzle (70 piece),142706,50,ok
J192,Tough Truck Floor Puzzle (50),142707,50,ok
J193,Giant Digger (30),142708,50,ok
J195,Gingerbread House (35),142710,50,ok
J198,Seashore (150),142713,50,ok
J199,Emergency Double-sided Puzzle (46),142714,50,ok
J202,Machines (3x 3pce),142717,50,ok
J205,Endangered species,142720,50,ok
J207,Map of the Solar System (104),142722,50,ok
J212,World Atlas,142727,50,ok
J218,Shaped Pirate Puzzle,142733,50,ok
J219,Find the Rhyme (50),142734,50,ok
J222,World of Flags (140),142737,50,ok
J227,Wooden New Zealand Map,142742,50,ok
J233,train puzzle,142748,50,ok
J234,Wooden Transportation Puzzle,142749,50,ok
J241,Wooden Shapes,142755,50,ok
J242,Wooden Number Puzzle,142756,50,ok
J247,Giraffe 123 and ABC,142761,50,ok
J252,Big Wheels Puzzle,142766,50,ok
J254,Rory Puzzle,142768,50,ok
J256,Cube Transport puzzle,142770,50,ok
J259,Noahs Ark Puzzle 2,142773,50,ok
J261,sea life Puzzle,142775,50,ok
J262,4 Animals puzzle,142776,50,ok
J263,Children of the World puzzle,142777,50,ok
J266,Animals of the world,142780,50,ok
J268,lion king,142782,50,ok
J275,NZ Jigsaw,142788,50,ok
J277,Animal A to Z,142790,50,ok
J279,Wooden Snail Puzzle,142792,50,ok
J280,Solar System,142793,50,ok
J282,Little Monkey,142795,50,ok
J48,Petrol Station Stand Up,142583,50,ok
J5,Number Owl Puzzle,142548,50,ok
J55,Tugboat,142586,50,ok
J58,Four Seasons -4 layers,142588,50,ok
J59,Dog with ball,142589,50,ok
J65,Roadworks,142593,50,ok
J66,Big Fish,142594,50,ok
J71,Night Cats,142597,50,ok
J72,School Tray Puzzle,142598,50,ok
J74,Fire Tray puzzle,142600,50,ok
J767,Rooster,142802,50,ok
J768,Wooden Block Jigsaws,142803,50,ok
J89,Dog/Cat/Pig,142614,50,ok
J9,Everday Life Puzzle (knobs),142552,50,ok
J93,Dolphin,142617,50,ok
J98,Farm Animals and Offspring,142622,50,ok
