toy_id,name,category,age_range,status,manufacturer,description,photo_url,photo_file
1270,Klip Klop fisher price,Preschool: 2+ yr olds,2-5 years,In library,Fisher Price,"Storage location: Preschoolers, Castle with horse ramps. 2 horses and food trough",/photos/142454.jpg,142454.jpg
1271,Woofer,Music: CDs instruments and musical toys,1-5yrs,Missing,,"Storage location: Music, guitar",,
1273,Fisher Price Car,Big: Big\outdoor\ride on,12-36mths,On loan (overdue),Fisher Price,"Storage location: Babies, Infant musical car with extra balls and shapes",,
1275,Racetrack Chicco,Preschool: 2+ yr olds,1-5yrs,In library,Chicco,"Storage location: Preschoolers, race track with 2 controls and 2 cars",,
1277,Wooden puppet theatre,Preschool: 2+ yr olds,1-5yrs,In library,,Storage location: Preschoolers,,
1278,Farm sounds block,Baby: Toys for 0-2,12-36mths,In library,Melissa and Doug,"Storage location: Jigsaws, two blocks and base",/photos/142462.jpg,142462.jpg
128,Hape Birthday Cake,Preschool: 2+ yr olds,3-5yrs,In library,hape,,,
1282,Micki Pram,Big: Big\outdoor\ride on,1-5yrs,In library,,"Storage location: Toddlers, ""red pram,baby doll with hat and blanket""",/photos/142466.jpg,142466.jpg
1283,Snap n style Doll,Preschool: 2+ yr olds,2-5 years,In library,Fisher Price,"Storage location: Preschoolers, Doll and clothes",,
1287,Battleship,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Over Toddlers years, 2 battleship game cases, boats and pegs",/photos/142470.jpg,142470.jpg
1289,My little Pony Rainbow Helicopter,Preschool: 2+ yr olds,2-5 years,In library,My Little Pony,"Storage location: Preschoolers, Two Ponies, Helicopter and accessories",/photos/142472.jpg,142472.jpg
129,Lelin Fruit Play Set,Preschool: 2+ yr olds,3-5yrs,In library,,,,
1291,Buckaroo,Puzzles and games: For under 5s,2-5 years,In library,MB Games,"Storage location: Games, Horse, base and pieces to put on",/photos/142474.jpg,142474.jpg
1292,Radio Flyer Roller Coaster,Big: Big\outdoor\ride on,2-5 years,In library,Radio Flyer,"Storage location: Big toys and ride-ons, 3 part slide and car",/photos/142475.jpg,142475.jpg
1295,Road Carpet,Preschool: 2+ yr olds,2-5 years,In library,,"Storage location: Preschoolers, carpet with roads on it",,
1296,Plus plus,"Construction: Blocks, trains, magnets...",2-5 years,In library,,"Storage location: Construction, 200 pieces that join",/photos/142479.jpg,142479.jpg
1297,Super chef kitchen,Big: Big\outdoor\ride on,2-5 years,On loan (overdue),Little Tikes,"Storage location: Big toys and ride-ons, kitchen and accessories",/photos/142480.jpg,142480.jpg
1298,leap pad xdi ultra,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,Being repaired,Leap Frog,"Storage location: Over Toddlers years, computer",,
1299,Blu Track,Big: Big\outdoor\ride on,2-5 years,On loan,,"Storage location: Construction, track and 2cars and 4 stand",/photos/142482.jpg,142482.jpg
13,Pull along chicken,Baby: Toys for 0-2,9-36mths,In library,Donated,,/photos/142908.jpg,142908.jpg
130,Duplo Fire Station and rescue helicopter,"Construction: Blocks, trains, magnets...",2-5 years,On loan,Duplo,"Storage location: Construction, Large rectangular plastic container with duplo pieces",,
1301,Multi activity blocks box,Preschool: 2+ yr olds,3 years +,In library,classic world,"Storage location: Preschoolers, Board, 2 mirrors,",,
1302,Bowling Monkeys,Puzzles and games: For under 5s,2-5 years,In library,,"Storage location: Preschoolers, 6 Monkeys and 1 wooden ball",/photos/142485.jpg,142485.jpg
1303,Multi activity cube with wheels,Baby: Toys for 0-2,12-36mths,In library,classic world,Storage location: Babies,,
1304,Sandpit toys,Big: Big\outdoor\ride on,2-5 years,In library,hape,"Storage location: Preschoolers, 8 pieces",/photos/142487.jpg,142487.jpg
1305,Peg Board,Baby: Toys for 0-2,12-36mths,In library,Triang,"Storage location: Toddlers, peg board",/photos/142488.jpg,142488.jpg
1306,reptangles,"Construction: Blocks, trains, magnets...",5 years +,In library,fat brain toys,"Storage location: Over Toddlers years, 24 reptangle turtles",/photos/142489.jpg,142489.jpg
1309,crocodile push and play,Baby: Toys for 0-2,6-12mths,In library,Donated,"Storage location: Babies, crocodile you push the middle down and it goes along",/photos/142492.jpg,142492.jpg
131,Lelin Vegetable Play Set,Preschool: 2+ yr olds,3-5yrs,In library,,,,
1310,activity triangle,Baby: Toys for 0-2,6-12mths,In library,Donated,"Storage location: Babies, a triangular prism with activities on each side",/photos/142493.jpg,142493.jpg
1312,clock stacker,Baby: Toys for 0-2,2-5 years,In library,Donated,"Storage location: Toddlers, wooden stacker with clock face and hands",/photos/142495.jpg,142495.jpg
1313,Kicking Giraffe,Baby: Toys for 0-2,6 - 36 mths,In library,Donated,Storage location: Babies,/photos/142496.jpg,142496.jpg
1314,Playmobil suv and horse trailer,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,Joined with another toy,Playmobil,"Storage location: Over Toddlers years, suv trailer horse rider and accessories",,
1315,dress up tree house,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Over Toddlers years, tree house with 4 dolls and dress ups",/photos/142498.jpg,142498.jpg
1316,tri bike,Big: Big\outdoor\ride on,,On loan,,"Storage location: , red and blue ride on",/photos/142499.jpg,142499.jpg
1317,Book Pack Bears,Books:,,In library,,"Storage location: , ""7 books:Wake up bear,letnulls go home little bear,cannullt you sleep little bear,night night cuddly bear,this is the bear,little bears trousers,bertie and the bear""",,
1318,Book Pack Trains and trucks,Books:,,In library,,"Storage location: , ""6 books:2 little trains,teddy bears take the train,duck in the truck,the do-it-yourself house that Jack built,The big concrete truck,oi! Get off our train""",,
1319,Book Pack trucks,Books:,,In library,,"Storage location: , ""6 books:,The little tracto,farm machines,the dump truck,little red tractor to the rescue,machine poems, up goes the sky scraper""",,
132,Wooden and elastic diamond,Baby: Toys for 0-2,6-12mths,In library,classic world,,,
1320,Book Pack cats,Puzzles and games: For under 5s,,In library,,"Storage location: , ""6 books:when Marthanulls away,hairy maclarynulls show business,cloudy,my cat maisie,mog the forgetful cat""",,
1321,Book Pack Dinosaurs,Books:,,In library,,"Storage location: , ""6 books: Ten Terrible Dinosaurs,Our Mammoth,Dinosaur Bob,Lucy and the Sea Monster,Daniels Dinosaurs,Rangi and his Dinosaurs""",,
1322,Book Pack Bears2,Books:,,In library,,"Storage location: , ""6 Books:When the Teddy Bears Came,Jesse Bear What Will You Wear?,You and Me Little Bear,Well Done,Little Bear,Old Bear,Jolly Tall""",,
1323,Book Pack animals,Books:,,In library,,"Storage location: , ""Turtles Song,Albie,Owl Babies,The Mixed-Up Chameleon,Farmyard Hullabaloo,Giraffes Cant Dance""",,
1324,Book Pack Animals2,Books:,,In library,,"Storage location: , ""Find Me a Tiger,K is for Kissing a Cool Kangaroo,Rumble in the Jungle,The Smallest Turtle,When Sheep Cannot Sleep,That Pesky Rat""",,
1325,Book Pack Dogs,Books:,,In library,,"Storage location: , ""The Most Obedient Dog in the World,Daisy All-sorts,Puppy Love,Our Puppys Holiday,Scruff,Prince What-a-Mess""",,
1326,Book Pack Seaside,Books:,,In library,,"Storage location: , ""Mrs Armitage and the Big Wave,The Lighthouse Keepers Catastrophe,Mr Bear, Shipwrecked,Grandpa and Thomas,Gone Fishing,Little Turtle""",,
1327,spot it!,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Donated,"Storage location: Over Toddlers years, ""party card game for 2 - 8 players ages 5+, small round tin with 55 round cards and instructions""",/photos/142510.jpg,142510.jpg
1328,Fisher Price Building Table,New: New,18 mths +,On loan,Fisher Price,,,
133,Mini Kitchen Set,New: New,2-5 years,On loan,,,,
1330,Wooden Transport Set,New: New,18 mths +,In library,hape,Storage location: Babies,/photos/142513.jpg,142513.jpg
1331,fire station set,Preschool: 2+ yr olds,2-5 years,In library,Pintoy,"Storage location: Preschoolers, ""fire station and furniture,fire engine,4 fire fighters and accessories""",/photos/142514.jpg,142514.jpg
1332,leap pad purple,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Leap Frog,"Storage location: Over Toddlers years, leap pad with plug/ adapter",/photos/142515.jpg,142515.jpg
1334,Tiny Tot Driver,Baby: Toys for 0-2,12-36mths,In library,V Tech,"Storage location: Babies, steering wheel and dash board with songs etc",/photos/142517.jpg,142517.jpg
1335,Crazy colours torch,Baby: Toys for 0-2,18 mths +,In library,V Tech,"Storage location: Babies, ""yellow and red torch that can change colours talks and plays music.Takes 2 AAA batteries""",/photos/142518.jpg,142518.jpg
1336,Fire chief costume,Dress-Ups: dressing up items,3-5yrs,In library,Melissa and Doug,"Storage location: Water play, red with yellow stripes coat, red hat, fire extinguisher, mega phone, badge,",/photos/142519.jpg,142519.jpg
1337,"balance bike, Blue, Eurotrike",Big: Big\outdoor\ride on,3 years +,In library,Eurotrike,"Storage location: Big toys and ride-ons, ""blue metal frame balance bike with black handles and seat and wheels,suits 3 yrs + up to 25kg""",/photos/142520.jpg,142520.jpg
1338,ride-on tcv green,Big: Big\outdoor\ride on,18 mths +,On loan (overdue),Eurotrike,"Storage location: Big toys and ride-ons, 2 wide wheels, green trim",/photos/142521.jpg,142521.jpg
1339,Tummy ache game,Puzzles and games: For under 5s,3 years +,In library,Orchard Toys,"Storage location: Games, ""fun family gamje - try to make a meal you can eat. 4 place setting boards,20 food cards,10 tummy ache cards,1 instruction leaflet""",/photos/142522.jpg,142522.jpg
134,Stripes and Crusher push and go monster trucks,Preschool: 2+ yr olds,3-5yrs,In library,Fisher Price,,,
1340,Find It - Starry Night,Puzzles and games: For under 5s,4 years +,In library,Idenity Games,"Storage location: Preschoolers, find it with glow in the dark items, 27 playing cards and instruction leaflet",/photos/142523.jpg,142523.jpg
1341,Rainbow hand bells,Music: CDs instruments and musical toys,2-5 years,In library,,"Storage location: Music, 8 hand bells with song sheet",/photos/142524.jpg,142524.jpg
1342,5 rabbit peg puzzle,Puzzles and games: For under 5s,12-36mths,In library,,"Storage location: Jigsaws, 5 coloured rabbits in different sizes with easy to grip pegs",/photos/142525.jpg,142525.jpg
1343,9 animal wooden peg puzzle,Puzzles and games: For under 5s,12-36mths,In library,,"Storage location: Jigsaws, 9 different animals with easy grip pegs",/photos/142526.jpg,142526.jpg
1345,3 diggers chunky puzzle,Baby: Toys for 0-2,12-36mths,On loan,Melissa and Doug,"Storage location: Jigsaws, 3 diggers  chunky wood puzzle",/photos/142528.jpg,142528.jpg
1346,Flip n Tip Fred,Preschool: 2+ yr olds,18 mths +,In library,Wow,"Storage location: Preschoolers, wow toy garbage truck with 3 bins - paper, green waste and bottles, 2 people",/photos/142529.jpg,142529.jpg
1348,washing machine,Big: Big\outdoor\ride on,18 mths +,In library,plan toy,"Storage location: Big toys and ride-ons, wooden washing machine with basket and cloths",/photos/142531.jpg,142531.jpg
1349,craft kit,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,,"Storage location: Over Toddlers years, ""2 laminated instruction cards,1 owl stamp,1 butterfly stamp,4 other stamps,1 ink pod,	1 hole punc,h3 shape punches,1 paper stapler,1 pair of scissors handles,6 scissor blades""",,
135,Wooden tambourine,Preschool: 2+ yr olds,9-24mths,In library,,,,
1350,scramble play soft blocks,Big: Big\outdoor\ride on,1-5yrs,In library,,"Storage location: Big toys and ride-ons, big soft play blocks",/photos/142533.jpg,142533.jpg
1352,push and go cheetah,Baby: Toys for 0-2,9-24mths,In library,Fisher Price,"Storage location: Babies, push down green turtle and yellow cheetah rolls forward",/photos/142535.jpg,142535.jpg
1353,leapfrog house,Baby: Toys for 0-2,18 mths +,In library,Donated,"Storage location: Babies, ""plastic house with blue roof and red handle,lots of doors to open and things to press, lights and sounds""",/photos/142536.jpg,142536.jpg
1354,lamaze bug,Baby: Toys for 0-2,6-12mths,In library,lamaze,"Storage location: Babies, yellow suction cup stand up toy",/photos/142537.jpg,142537.jpg
1356,brainbox absolute electronics kit,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,brain box,Storage location: Over Toddlers years,/photos/142539.jpg,142539.jpg
1357,BrainBox car and boat kit,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,brain box,Storage location: Over Toddlers years,/photos/142540.jpg,142540.jpg
1358,Leap Frog Fridge Phonics,Preschool: 2+ yr olds,2-5 years,In library,Leap Frog,"Storage location: Preschoolers, ""plays 2 songssays letter name and sound(S) and an example.  yellow bus to put letters into,26 letters""",/photos/142541.jpg,142541.jpg
1359,Ride on Thomas,Big: Big\outdoor\ride on,9-36mths,In library,,,/photos/142898.jpg,142898.jpg
136,Fisher Price Baby Pram,Preschool: 2+ yr olds,1-5yrs,In library,,,,
1360,Maxi slide,Big: Big\outdoor\ride on,1-5yrs,In library,,,,
1361,Quick fold slide,Big: Big\outdoor\ride on,1-5yrs,On loan (overdue),,,,
1363,Duplo farm,"Construction: Blocks, trains, magnets...",1-5yrs,In library,,,/photos/142886.jpg,142886.jpg
1364,Snakes and ladders,Puzzles and games: For under 5s,3-5yrs,In library,,,/photos/142887.jpg,142887.jpg
1365,Big building blocks,Big: Big\outdoor\ride on,1-5yrs,In library,,,/photos/142888.jpg,142888.jpg
1366,Zhu Zhu Puppies,Preschool: 2+ yr olds,,Joined with another toy,,,,
1367,Zhu Zhu pets dress up,Preschool: 2+ yr olds,,In library,,,,
1368,FurReal Vacation,Preschool: 2+ yr olds,3-5yrs,Joined with another toy,,,,
1369,Zhu Zhu pets ball and slide,Preschool: 2+ yr olds,3 years +,In library,,,,
137,Mighty Voyager Pirate Ship,Preschool: 2+ yr olds,,In library,,Storage location: Preschoolers,/photos/141461.jpg,141461.jpg
1370,Kung Zhu Combat set,Preschool: 2+ yr olds,3 years +,In library,,,,
1371,Zhu Zhu Princess Palace,Preschool: 2+ yr olds,3 years +,In library,,,,
138,CAT small sounds digger,"Over 5: Harder puzzles, games, small pieces, Lego",3-5yrs,In library,CAT,Generously donated by Mitre 10. Thank you for your kindness.,,
139,CAT Junior Operator Combo Hauler,"Over 5: Harder puzzles, games, small pieces, Lego",3-5yrs,In library,CAT,,/photos/143080.jpg,143080.jpg
1390,Sylvanian Families Tree House,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,On loan (overdue),sylvanian families,"Storage location: Over Toddlers years, ""Two Bunnies, Tree house and Accessories,no pink table""",,
14,Eddies Doctors Visit,Preschool: 2+ yr olds,2-5 years,In library,Fisher Price,"Storage location: Preschoolers, Small blue doctornulls room with doors that open and beds comes with bag",,
140,Bullfrog Bullseye,Puzzles and games: For under 5s,2-5 years,In library,Playskool,"Storage location: Games, Brown plastic log with 3 attached bullfrogs that move when bean bags are thrown at them, move backwards and forwards",,
141,PJ Masks Racecar Track,Big: Big\outdoor\ride on,3 years +,Joined with another toy,Unknown,Kindly donated by Sonya and James Conner,,
142,Dolls bouncer,Preschool: 2+ yr olds,2-5 years,In library,,Kindly donated by Amber Sheppard. Thank you :),,
143,Golf Trolley,Preschool: 2+ yr olds,2-5 years,In library,Little Tikes,,,
144,Sit and spin,Baby: Toys for 0-2,9-24mths,In library,Playskool,,,
145,Baby drum,Baby: Toys for 0-2,6-12mths,In library,,,,
146,Animal puzzle,Preschool: 2+ yr olds,1-5yrs,In library,,,,
147,Sorting Box,Puzzles and games: For under 5s,2-5 years,In library,,"Storage location: Preschoolers, Wooden box with slots to post cards through, after matching them from a master card",/photos/141469.jpg,141469.jpg
148,Magic Man and Barrel Jack,Baby: Toys for 0-2,6-12mths,Joined with another toy,Ambi,"Storage location: Babies, Plastic clowns on balls that roll along",,
149,Little people Mamma car,Preschool: 2+ yr olds,9-24mths,On loan,,,,
15,Baby fun time,Baby: Toys for 0-2,6-12mths,In library,Donated,,/photos/142909.jpg,142909.jpg
150,Toot Toot Friends Magic Lights Castle,Preschool: 2+ yr olds,1-5yrs,In library,Vtech,,,
151,Wooden Shapes Box,Baby: Toys for 0-2,6-12mths,In library,,,,
152,CAT TAKE-APART-BUDDIES,Preschool: 2+ yr olds,3 years +,In library,CAT,,/photos/143082.jpg,143082.jpg
153,Creative Play,Preschool: 2+ yr olds,3-5yrs,In library,,,,
154,Avoir Police Helmet,Baby: Toys for 0-2,6-12mths,In library,Avior,Size 47-50cms,,
155,Cyclone Wheelbarrow and Gardening Set,Big: Big\outdoor\ride on,3-5yrs,In library,Unknown,,/photos/143208.jpg,143208.jpg
156,Avoir Black/Yellow Helmet,Preschool: 2+ yr olds,1-5yrs,In library,Avior,Size 51-54cm,,
157,Tomy Car Garage,Preschool: 2+ yr olds,2-5 years,In library,Tomy,,/photos/143017.jpg,143017.jpg
158,Brielle our generation doll,"Over 5: Harder puzzles, games, small pieces, Lego",3-5yrs,Missing,,,,
159,Looper & Friends,Baby: Toys for 0-2,6-12mths,In library,Duplo,"Storage location: Babies, Yellow and red caterpillar with 4 blocks that attach to its humps",/photos/141479.jpg,141479.jpg
16,Wooden Building Blocks,"Construction: Blocks, trains, magnets...",1-5yrs,In library,Timber Tech,"Storage location: Construction, Blue rectangle plastic container with various blocks, comes with trolley 988",/photos/141352.JPG,141352.JPG
160,Fisher Price Activity Play Table,Baby: Toys for 0-2,1-5yrs,In library,Fisher Price,Kindly donated by Claire Maday. Thank you.,,
161,Push along wooden fox,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Unknown,,/photos/143020.jpg,143020.jpg
162,Lilac baby doll highchair,Preschool: 2+ yr olds,1-5yrs,On loan,Unknown,,,
163,Primo Stacknlearn,"Construction: Blocks, trains, magnets...",,In library,Lego,"Storage location: Toddlers, Bag of variety of plastic duplo blocks",/photos/141483.jpg,141483.jpg
164,Finger Puppets & Theatre,Preschool: 2+ yr olds,3 years +,In library,Manhatten,"Storage location: Preschoolers, Red and Blue puppet Theatre with 4 finger puppet that are in the back pockets of the theatre piece",/photos/141484.jpg,141484.jpg
165,Blue First Trike with sun shade,New: New,,In library,,,,
166,Whale Teeter Totter,Big: Big\outdoor\ride on,18 mths +,On loan (overdue),Little Tikes,"Storage location: Big toys and ride-ons, Blue coloured see saw",/photos/141486.jpg,141486.jpg
167,Eichhorn Activity Cube,Baby: Toys for 0-2,6-12mths,In library,,,/photos/143023.jpg,143023.jpg
168,Fisher Price MEGA Farm,Preschool: 2+ yr olds,6-12mths,On loan,Fisher Price,,/photos/143024.jpeg,143024.jpeg
169,Boy baby doll,Preschool: 2+ yr olds,6-12mths,In library,,,/photos/143025.jpg,143025.jpg
17,Red and black steering wheel,Preschool: 2+ yr olds,1-5yrs,On loan (overdue),Unknown,,,
170,Wooden animal vehicles,Preschool: 2+ yr olds,3-5yrs,In library,,,,
171,vtech Safari Sounds Piano,Baby: Toys for 0-2,6-12mths,In library,Vtech,,/photos/143027.jpg,143027.jpg
172,Maxi Brick Runner,"Construction: Blocks, trains, magnets...",2-5 years,In library,Duplo,"Storage location: Construction, Plastic container with duplo pieces and picture",,
173,Vtech Toot-Toot Animals,Preschool: 2+ yr olds,1-5yrs,In library,V Tech,,/photos/143028.jpg,143028.jpg
174,CAT metal dump truck,"Over 5: Harder puzzles, games, small pieces, Lego",2-5 years,In library,CAT,,/photos/143058.jpg,143058.jpg
175,O'ball Tigger and Pooh Playset,New: New,,In library,,,,
176,Fisher price plane,Preschool: 2+ yr olds,6-12mths,In library,Fisher Price,,,
177,Vtech Toot-Toot Drivers Garage,Baby: Toys for 0-2,1-5yrs,In library,V Tech,,/photos/143032.jpg,143032.jpg
178,Le Toy Van Pizza,Preschool: 2+ yr olds,3-5yrs,In library,Le van,,/photos/143033.jpg,143033.jpg
179,Jamm Scoot Ride On,Big: Big\outdoor\ride on,3-5yrs,In library,Notting Horse,,/photos/143209.jpg,143209.jpg
18,Bean bag games,Preschool: 2+ yr olds,1-5yrs,In library,,,/photos/142911.jpg,142911.jpg
180,Wooden Animal Sounds Puzzle,Preschool: 2+ yr olds,1-5yrs,In library,Unknown,,/photos/143035.jpg,143035.jpg
181,John Deere Digger,Preschool: 2+ yr olds,2-5 years,On loan,John Deere,,/photos/143036.jpg,143036.jpg
182,Loving Hearts Family Home,New: New,,In library,,,,
183,Suitcase Shape Sorter,Baby: Toys for 0-2,6 - 36 mths,In library,Chicco,"Storage location: Babies, shape sorter with a handle to carry by, the holes for the shapes to go into are set into a cylinder that is revolved by a couple of handles on the sides of the sorter",/photos/141500.jpg,141500.jpg
184,Little Table and Chairs,Big: Big\outdoor\ride on,2-5 years,On loan (overdue),Unknown,,,
185,Leap Frog Cellphone,Preschool: 2+ yr olds,18 mths +,In library,Leap Frog,,,
186,Ashley Doll,NONE: No category set,3 years +,In library,Unknown,,,
187,Leap Frog Picnic Basket,Baby: Toys for 0-2,12-36mths,On loan,Leap Frog,,,
188,Tupperware shape sorter,Baby: Toys for 0-2,9-36mths,In library,Unknown,,,
189,Ladybird Dress Up,Dress-Ups: dressing up items,18 mths +,In library,,"Storage location: Water play, Ladybird costume with attached wings",/photos/141505.jpg,141505.jpg
19,Big basketball stand,Big: Big\outdoor\ride on,3-5yrs,In library,,,/photos/142912.jpg,142912.jpg
190,Simon Game,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Hasbro,,,
191,Peek A Boo Tunnel,Big: Big\outdoor\ride on,9-24mths,On loan,Little Tikes,"Storage location: Big toys and ride-ons, Red tunnel with inserted toys in middle",/photos/141507.jpg,141507.jpg
192,Bop It,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Hasbro,,,
193,Vtech Giraffe Guitar,Preschool: 2+ yr olds,2-5 years,In library,Vtech,,/photos/143044.jpg,143044.jpg
194,Little People Camper-van,Preschool: 2+ yr olds,2-5 years,On loan,Little People,,,
195,Vtech Alphabet,Preschool: 2+ yr olds,9-24mths,In library,Vtech,,,
196,Fisher Price Vacuum,Big: Big\outdoor\ride on,12-36mths,On loan,Fisher Price,,/photos/143047.jpg,143047.jpg
197,Tupper ware shape sorter,Baby: Toys for 0-2,9-24mths,In library,Unknown,,,
198,Peppa Pig House,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Unknown,,/photos/143048.jpg,143048.jpg
199,My Little Pony Playset,Preschool: 2+ yr olds,2-5 years,In library,,,,
2,Bouncy Castle,Bouncy Castles: Bouncy Castles,3 years +,On loan,,Hire is subject to CCTL Bouncy Castle Hire Terms and Conditions. A hire agreement form must be completed. These are the Dimensions:     3.65m (L)  - From the back to the front of the slide  2.65m (W)  2.15m (H)     Weight: 45 – 48kgs (rolled up).,/photos/142897.jpg,142897.jpg
20,Avanti Spice Mountain Bike,New: New,5 years +,In library,,,,
200,Catch and count fishing game,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Melissa and Doug,,/photos/143049.jpg,143049.jpg
201,Carry around kitchen,New: New,,On loan (overdue),,,,
202,Grande Coupe (green),Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,"Storage location: Big toys and ride-ons, ""Large coupe, great for young children as they can go in the door and their feet touch the ground, has boot, doesnnullt fit in many cars when children are present""",/photos/141515.jpg,141515.jpg
203,Vtech Toot-Toot Extreme Stunt Set,Preschool: 2+ yr olds,1-5yrs,In library,V Tech,,/photos/143051.jpg,143051.jpg
204,Vtech Toot-Toot Drivers Press & Go Launcher,Preschool: 2+ yr olds,1-5yrs,In library,V Tech,,,
205,Jungle Glove Puppets,Preschool: 2+ yr olds,2-5 years,In library,Beleduc,"Storage location: Preschoolers, Bag of puppets",/photos/141517.jpg,141517.jpg
206,Popping giraffe,Baby: Toys for 0-2,0-6mths,On loan (overdue),Playskool,,,
207,Whats Inside Me Apron,Dress-Ups: dressing up items,2-5 years,In library,Lakeshore,"Storage location: Water play, An apron with many assorted body parts, heart, intestines etc..",/photos/141519.jpg,141519.jpg
208,Tri-ang Clack Mower,Preschool: 2+ yr olds,1-5yrs,In library,Triang,,,
209,Symphonic Grand Piano Set,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Unknown,,/photos/143054.jpg,143054.jpg
21,Little people helicopter,Preschool: 2+ yr olds,1-5yrs,In library,Fisher Price,,/photos/142914.jpg,142914.jpg
210,Fantasy Puppets,Preschool: 2+ yr olds,2-5 years,In library,Manhatten,"Storage location: Preschoolers, Bag with puppets",/photos/141522.jpg,141522.jpg
211,Vtech vehicles,Preschool: 2+ yr olds,3-5yrs,In library,Vtech,,/photos/143055.jpg,143055.jpg
212,Sylvanian Family - Maple Cat Family,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,Joined with another toy,sylvanian families,,,
213,Imaginext Jurassic Rex,"Over 5: Harder puzzles, games, small pieces, Lego",5 years +,In library,Unknown,,/photos/143057.jpg,143057.jpg
214,CAT plastic loader,Preschool: 2+ yr olds,1-5yrs,In library,CAT,,/photos/143059.jpg,143059.jpg
215,Trunki Suitcase,Preschool: 2+ yr olds,3-5yrs,In library,,,/photos/143060.JPG,143060.JPG
216,tomy playset,New: New,,In library,,,,
217,Wooden Make Up Set,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,classic world,,,
218,Cozy Coupe (red),Big: Big\outdoor\ride on,18 mths +,In library,Little Tikes,"Storage location: Big toys and ride-ons, bubble car",/photos/141529.jpg,141529.jpg
219,Wooden Train,Preschool: 2+ yr olds,1-5yrs,In library,Unknown,,,
22,Wooden chunky train,Preschool: 2+ yr olds,1-5yrs,In library,,,/photos/142915.jpg,142915.jpg
220,Fisher Price Learning Letterbox,Baby: Toys for 0-2,6-12mths,In library,Fisher Price,,,
221,Toddlers Electric Guitar,Preschool: 2+ yr olds,2-5 years,In library,Fisher Price,,,
222,Little People Jungle Vet,Preschool: 2+ yr olds,9-24mths,In library,Little People,,,
223,Wooden Dolls Pram,Preschool: 2+ yr olds,3 years +,In library,classic world,,,
224,Safari Puzzle,Puzzles and games: For under 5s,9-36mths,In library,,,,
225,Vtech Push and Ride Alphabet Train,Big: Big\outdoor\ride on,12-36mths,In library,Vtech,,/photos/143069.jpg,143069.jpg
226,Wooden drum,Preschool: 2+ yr olds,2-5 years,In library,Unknown,,,
227,Thomas Pile Up,"Over 5: Harder puzzles, games, small pieces, Lego",3 years +,In library,Unknown,,,
228,little tikes blue piano,New: New,,In library,,,,
229,Maze Balancing Board,Preschool: 2+ yr olds,4 years +,In library,Wee Play,"Storage location: Over Toddlers years, Blue plastic balancing Board with two foot grips on either side, a ball can then be moved through the maze when you balance the board, includes bag",/photos/141539.jpg,141539.jpg
23,Wooden Beads,Preschool: 2+ yr olds,2-5 years,In library,Donated,"Storage location: Preschoolers, Jar of wooden beads with laces for threading",/photos/141359.jpg,141359.jpg
230,Parachute Game,Puzzles and games: For under 5s,2-5 years,On loan (overdue),,"Storage location: Games, One parachute, requiring 8 hands to hold all handles, CD and ball",,
231,Duplo Cargo Train,"Construction: Blocks, trains, magnets...",2-5 years,In library,Lego,,,
232,Duplo Steam Train,"Construction: Blocks, trains, magnets...",2-5 years,In library,Lego,,,
233,Coloured Clown,Puzzles and games: For under 5s,2-5 years,On loan,Viola,"Storage location: Toddlers, Wooden board with pegs, clown face top, legs and arm block pieces can be placed on top",/photos/141543.jpg,141543.jpg
234,Wooden red piano,Music: CDs instruments and musical toys,1-5yrs,In library,,,,
235,Twist n Learn and Tweet n Twirl,Baby: Toys for 0-2,9-24mths,In library,Shelcore,"Storage location: Babies, squeaky duck in the top of rattle stand and circular manipulative clicker toy",/photos/141545.jpg,141545.jpg
236,V Tech Play Ball,New: New,0-6mths,In library,,,,
237,Vtech Pop & Drop Digger,New: New,18 mths +,In library,,Kindly donated by Seth and Adian Barker. Thank you :),,
238,Farm Set,Preschool: 2+ yr olds,3 years +,In library,Playmobil,"Storage location: Construction, Lovely duplo style set of animals, blocks, tractor and trailer, suitable for many ages",,
239,Doctors dress up,Dress-Ups: dressing up items,3 years +,In library,,Storage location: Water play,/photos/141549.jpg,141549.jpg
